Week Start Date,Product ID,Product Name,Units Sold,Price ($),Discount Percentage,Revenue ($),Region,Gas Price,CPI
2024-02-25,4,Product_4,103,10.34,0.0,1060.77,USA,3.269,311.022
2024-02-25,5,Product_5,135,11.37,0.0,1530.28,USA,3.269,311.022
2024-02-25,6,Product_6,122,11.86,0.0,1442.15,USA,3.269,311.022
2024-02-25,7,Product_7,84,11.67,0.0,974.74,USA,3.269,311.022
2024-02-25,8,Product_8,135,10.81,10.0,1309.73,USA,3.269,311.022
2024-02-25,9,Product_9,130,11.93,20.0,1242.01,USA,3.269,311.022
2024-02-25,10,Product_10,137,10.23,0.0,1406.4,USA,3.269,311.022
2024-02-25,11,Product_11,132,11.0,0.0,1447.16,USA,3.269,311.022
2024-02-25,12,Product_12,117,11.58,0.0,1358.35,USA,3.269,311.022
2024-02-25,13,Product_13,118,11.32,0.0,1334.29,USA,3.269,311.022
2024-02-25,14,Product_14,99,10.05,10.0,899.94,USA,3.269,311.022
2024-02-25,15,Product_15,65,10.26,0.0,667.54,USA,3.269,311.022
2024-02-25,16,Product_16,164,10.8,10.0,1596.24,USA,3.269,311.022
2024-02-25,17,Product_17,133,11.24,0.0,1490.46,USA,3.269,311.022
2024-02-25,18,Product_18,148,10.34,0.0,1527.49,USA,3.269,311.022
2024-02-25,19,Product_19,121,11.08,0.0,1338.7,USA,3.269,311.022
2024-02-25,20,Product_20,100,10.86,0.0,1086.58,USA,3.269,311.022
2024-02-25,21,Product_21,117,10.08,10.0,1058.64,USA,3.269,311.022
2024-02-25,22,Product_22,69,10.95,0.0,759.35,USA,3.269,311.022
2024-02-25,23,Product_23,101,10.82,0.0,1097.35,USA,3.269,311.022
2024-02-25,24,Product_24,110,10.81,0.0,1192.28,USA,3.269,311.022
2024-02-25,25,Product_25,129,11.38,0.0,1471.7,USA,3.269,311.022
2024-02-25,26,Product_26,81,11.4,0.0,923.51,USA,3.269,311.022
2024-02-25,27,Product_27,124,11.09,0.0,1376.6,USA,3.269,311.022
2024-02-25,28,Product_28,110,11.29,20.0,996.92,USA,3.269,311.022
2024-02-25,29,Product_29,135,10.97,0.0,1484.08,USA,3.269,311.022
2024-02-25,30,Product_30,108,10.7,0.0,1159.01,USA,3.269,311.022
2024-02-25,31,Product_31,155,11.32,20.0,1403.71,USA,3.269,311.022
2024-02-25,32,Product_32,138,11.85,0.0,1637.72,USA,3.269,311.022
2024-02-25,33,Product_33,111,10.86,0.0,1201.07,USA,3.269,311.022
2024-02-25,34,Product_34,159,11.69,0.0,1855.3,USA,3.269,311.022
2024-02-25,35,Product_35,94,10.37,10.0,873.94,USA,3.269,311.022
2024-02-25,36,Product_36,78,11.88,10.0,835.94,USA,3.269,311.022
2024-02-25,37,Product_37,136,11.52,10.0,1413.36,USA,3.269,311.022
2024-02-25,38,Product_38,133,11.43,0.0,1525.76,USA,3.269,311.022
2024-02-25,39,Product_39,133,10.36,20.0,1099.64,USA,3.269,311.022
2024-02-25,40,Product_40,164,10.05,0.0,1652.38,USA,3.269,311.022
2024-02-25,41,Product_41,127,10.24,10.0,1166.93,USA,3.269,311.022
2024-02-25,42,Product_42,94,10.38,10.0,879.68,USA,3.269,311.022
2024-02-25,43,Product_43,134,10.04,0.0,1346.43,USA,3.269,311.022
2024-02-25,44,Product_44,124,10.93,0.0,1356.15,USA,3.269,311.022
2024-02-25,45,Product_45,146,10.74,0.0,1567.67,USA,3.269,311.022
2024-02-25,46,Product_46,130,10.09,0.0,1312.01,USA,3.269,311.022
2024-02-25,47,Product_47,139,11.27,0.0,1562.89,USA,3.269,311.022
2024-02-25,48,Product_48,113,11.79,0.0,1336.76,USA,3.269,311.022
2024-02-25,49,Product_49,159,10.26,0.0,1634.03,USA,3.269,311.022
2024-02-25,50,Product_50,104,10.34,0.0,1078.26,USA,3.269,311.022
2024-03-03,1,Product_1,78,11.55,0.0,903.95,USA,3.249,312.107
2024-03-03,2,Product_2,134,10.24,10.0,1234.45,USA,3.249,312.107
2024-03-03,3,Product_3,168,11.27,0.0,1895.49,USA,3.249,312.107
2024-03-03,4,Product_4,120,10.71,10.0,1155.97,USA,3.249,312.107
2024-03-03,5,Product_5,147,10.35,10.0,1370.24,USA,3.249,312.107
2024-03-03,6,Product_6,152,11.6,10.0,1587.96,USA,3.249,312.107
2024-03-03,7,Product_7,100,10.22,0.0,1026.98,USA,3.249,312.107
2024-03-03,8,Product_8,176,10.85,0.0,1911.38,USA,3.249,312.107
2024-03-03,9,Product_9,137,10.05,10.0,1236.2,USA,3.249,312.107
2024-03-03,10,Product_10,135,11.67,0.0,1571.22,USA,3.249,312.107
2024-03-03,11,Product_11,114,11.63,0.0,1324.52,USA,3.249,312.107
2024-03-03,12,Product_12,112,10.05,10.0,1015.84,USA,3.249,312.107
2024-03-03,13,Product_13,114,11.74,0.0,1334.38,USA,3.249,312.107
2024-03-03,14,Product_14,125,10.57,10.0,1185.09,USA,3.249,312.107
2024-03-03,15,Product_15,128,11.14,20.0,1140.97,USA,3.249,312.107
2024-03-03,16,Product_16,129,10.22,20.0,1055.56,USA,3.249,312.107
2024-03-03,17,Product_17,126,10.55,10.0,1191.79,USA,3.249,312.107
2024-03-03,18,Product_18,98,11.18,10.0,981.8,USA,3.249,312.107
2024-03-03,19,Product_19,116,11.37,10.0,1187.19,USA,3.249,312.107
2024-03-03,20,Product_20,113,11.5,10.0,1170.8,USA,3.249,312.107
2024-03-03,21,Product_21,149,11.23,0.0,1677.86,USA,3.249,312.107
2024-03-03,22,Product_22,44,11.92,0.0,519.62,USA,3.249,312.107
2024-03-03,23,Product_23,122,10.93,0.0,1332.9,USA,3.249,312.107
2024-03-03,24,Product_24,115,11.55,0.0,1326.17,USA,3.249,312.107
2024-03-03,25,Product_25,126,10.7,0.0,1352.98,USA,3.249,312.107
2024-03-03,26,Product_26,117,11.82,10.0,1242.42,USA,3.249,312.107
2024-03-03,27,Product_27,145,10.55,10.0,1379.58,USA,3.249,312.107
2024-03-03,28,Product_28,102,10.68,0.0,1086.23,USA,3.249,312.107
2024-03-03,29,Product_29,88,11.4,0.0,1001.67,USA,3.249,312.107
2024-03-03,30,Product_30,108,11.07,20.0,952.09,USA,3.249,312.107
2024-03-03,31,Product_31,85,10.65,0.0,905.64,USA,3.249,312.107
2024-03-03,32,Product_32,107,11.58,0.0,1242.28,USA,3.249,312.107
2024-03-03,33,Product_33,64,11.82,0.0,762.11,USA,3.249,312.107
2024-03-03,34,Product_34,124,10.18,0.0,1257.93,USA,3.249,312.107
2024-03-03,35,Product_35,110,11.58,0.0,1277.28,USA,3.249,312.107
2024-03-03,36,Product_36,131,10.31,0.0,1349.34,USA,3.249,312.107
2024-03-03,37,Product_37,147,11.68,0.0,1719.46,USA,3.249,312.107
2024-03-03,38,Product_38,148,10.03,10.0,1337.15,USA,3.249,312.107
2024-03-03,39,Product_39,127,11.33,0.0,1437.92,USA,3.249,312.107
2024-03-03,40,Product_40,122,11.36,0.0,1388.51,USA,3.249,312.107
2024-03-03,41,Product_41,193,11.84,10.0,2055.15,USA,3.249,312.107
2024-03-03,42,Product_42,140,11.84,0.0,1659.88,USA,3.249,312.107
2024-03-03,43,Product_43,148,10.43,10.0,1391.95,USA,3.249,312.107
2024-03-03,44,Product_44,127,10.47,0.0,1327.88,USA,3.249,312.107
2024-03-03,45,Product_45,184,10.87,10.0,1803.73,USA,3.249,312.107
2024-03-03,46,Product_46,122,10.61,0.0,1295.44,USA,3.249,312.107
2024-03-03,47,Product_47,103,11.81,0.0,1214.45,USA,3.249,312.107
2024-03-03,48,Product_48,100,11.67,0.0,1172.48,USA,3.249,312.107
2024-03-03,49,Product_49,110,10.33,0.0,1140.94,USA,3.249,312.107
2024-03-03,50,Product_50,111,11.12,0.0,1235.95,USA,3.249,312.107
2024-03-10,1,Product_1,120,11.45,0.0,1379.55,USA,3.35,312.107
2024-03-10,2,Product_2,169,10.2,0.0,1725.95,USA,3.35,312.107
2024-03-10,3,Product_3,129,10.26,0.0,1320.82,USA,3.35,312.107
2024-03-10,4,Product_4,98,10.37,0.0,1014.45,USA,3.35,312.107
2024-03-10,5,Product_5,100,10.51,0.0,1049.18,USA,3.35,312.107
2024-03-10,6,Product_6,147,11.33,0.0,1668.64,USA,3.35,312.107
2024-03-10,7,Product_7,110,11.09,0.0,1222.47,USA,3.35,312.107
2024-03-10,8,Product_8,137,10.05,0.0,1380.24,USA,3.35,312.107
2024-03-10,9,Product_9,115,10.51,0.0,1213.28,USA,3.35,312.107
2024-03-10,10,Product_10,104,10.38,0.0,1077.5,USA,3.35,312.107
2024-03-10,11,Product_11,126,11.47,10.0,1297.49,USA,3.35,312.107
2024-03-10,12,Product_12,128,11.73,0.0,1501.54,USA,3.35,312.107
2024-03-10,13,Product_13,171,10.59,0.0,1805.88,USA,3.35,312.107
2024-03-10,14,Product_14,165,11.18,10.0,1657.06,USA,3.35,312.107
2024-03-10,15,Product_15,116,10.7,0.0,1240.4,USA,3.35,312.107
2024-03-10,16,Product_16,101,10.66,20.0,857.94,USA,3.35,312.107
2024-03-10,17,Product_17,90,10.89,20.0,787.34,USA,3.35,312.107
2024-03-10,18,Product_18,176,11.61,0.0,2043.87,USA,3.35,312.107
2024-03-10,19,Product_19,103,10.41,0.0,1075.88,USA,3.35,312.107
2024-03-10,20,Product_20,117,10.69,0.0,1256.05,USA,3.35,312.107
2024-03-10,21,Product_21,95,11.24,0.0,1066.37,USA,3.35,312.107
2024-03-10,22,Product_22,147,11.86,0.0,1740.17,USA,3.35,312.107
2024-03-10,23,Product_23,107,11.33,0.0,1209.1,USA,3.35,312.107
2024-03-10,24,Product_24,106,10.43,10.0,994.53,USA,3.35,312.107
2024-03-10,25,Product_25,138,11.0,20.0,1214.44,USA,3.35,312.107
2024-03-10,26,Product_26,146,10.85,20.0,1267.46,USA,3.35,312.107
2024-03-10,27,Product_27,141,10.91,0.0,1542.62,USA,3.35,312.107
2024-03-10,28,Product_28,136,10.86,10.0,1332.18,USA,3.35,312.107
2024-03-10,29,Product_29,147,10.45,20.0,1227.83,USA,3.35,312.107
2024-03-10,30,Product_30,56,10.81,10.0,548.33,USA,3.35,312.107
2024-03-10,31,Product_31,173,11.8,0.0,2045.74,USA,3.35,312.107
2024-03-10,32,Product_32,53,10.84,0.0,571.64,USA,3.35,312.107
2024-03-10,33,Product_33,132,10.17,10.0,1212.04,USA,3.35,312.107
2024-03-10,34,Product_34,176,11.14,0.0,1965.85,USA,3.35,312.107
2024-03-10,35,Product_35,132,10.23,0.0,1351.01,USA,3.35,312.107
2024-03-10,36,Product_36,155,11.58,10.0,1616.22,USA,3.35,312.107
2024-03-10,37,Product_37,116,11.83,0.0,1375.5,USA,3.35,312.107
2024-03-10,38,Product_38,129,10.2,10.0,1185.95,USA,3.35,312.107
2024-03-10,39,Product_39,113,11.7,10.0,1190.33,USA,3.35,312.107
2024-03-10,40,Product_40,133,10.59,0.0,1411.85,USA,3.35,312.107
2024-03-10,41,Product_41,137,10.51,0.0,1436.37,USA,3.35,312.107
2024-03-10,42,Product_42,116,11.05,10.0,1150.1,USA,3.35,312.107
2024-03-10,43,Product_43,129,11.55,0.0,1489.53,USA,3.35,312.107
2024-03-10,44,Product_44,119,10.95,10.0,1170.39,USA,3.35,312.107
2024-03-10,45,Product_45,115,11.85,10.0,1230.46,USA,3.35,312.107
2024-03-10,46,Product_46,106,11.1,20.0,940.93,USA,3.35,312.107
2024-03-10,47,Product_47,128,11.07,0.0,1422.28,USA,3.35,312.107
2024-03-10,48,Product_48,119,11.21,0.0,1336.05,USA,3.35,312.107
2024-03-10,49,Product_49,165,11.48,0.0,1895.17,USA,3.35,312.107
2024-03-10,50,Product_50,89,11.11,0.0,986.14,USA,3.35,312.107
2024-03-17,1,Product_1,162,11.28,0.0,1830.25,USA,3.376,312.107
2024-03-17,2,Product_2,132,10.5,0.0,1382.56,USA,3.376,312.107
2024-03-17,3,Product_3,129,10.84,0.0,1401.82,USA,3.376,312.107
2024-03-17,4,Product_4,115,10.08,10.0,1044.29,USA,3.376,312.107
2024-03-17,5,Product_5,128,11.72,0.0,1503.75,USA,3.376,312.107
2024-03-17,6,Product_6,138,11.09,0.0,1532.19,USA,3.376,312.107
2024-03-17,7,Product_7,173,10.77,0.0,1858.28,USA,3.376,312.107
2024-03-17,8,Product_8,147,10.9,0.0,1607.65,USA,3.376,312.107
2024-03-17,9,Product_9,139,10.53,0.0,1468.35,USA,3.376,312.107
2024-03-17,10,Product_10,150,11.95,0.0,1788.21,USA,3.376,312.107
2024-03-17,11,Product_11,150,10.3,0.0,1548.65,USA,3.376,312.107
2024-03-17,12,Product_12,96,11.92,0.0,1147.61,USA,3.376,312.107
2024-03-17,13,Product_13,140,11.66,0.0,1632.16,USA,3.376,312.107
2024-03-17,14,Product_14,124,11.83,0.0,1470.91,USA,3.376,312.107
2024-03-17,15,Product_15,159,10.66,0.0,1694.13,USA,3.376,312.107
2024-03-17,16,Product_16,140,10.4,0.0,1456.74,USA,3.376,312.107
2024-03-17,17,Product_17,113,11.08,10.0,1123.21,USA,3.376,312.107
2024-03-17,18,Product_18,133,11.94,10.0,1429.04,USA,3.376,312.107
2024-03-17,19,Product_19,172,11.93,0.0,2048.58,USA,3.376,312.107
2024-03-17,20,Product_20,124,10.25,0.0,1274.9,USA,3.376,312.107
2024-03-17,21,Product_21,129,10.03,10.0,1166.03,USA,3.376,312.107
2024-03-17,22,Product_22,114,11.78,10.0,1209.53,USA,3.376,312.107
2024-03-17,23,Product_23,154,11.45,0.0,1767.53,USA,3.376,312.107
2024-03-17,24,Product_24,139,11.78,0.0,1632.54,USA,3.376,312.107
2024-03-17,25,Product_25,132,10.52,0.0,1388.22,USA,3.376,312.107
2024-03-17,26,Product_26,160,10.7,20.0,1366.09,USA,3.376,312.107
2024-03-17,27,Product_27,87,11.09,0.0,963.12,USA,3.376,312.107
2024-03-17,28,Product_28,137,10.17,0.0,1392.38,USA,3.376,312.107
2024-03-17,29,Product_29,116,11.83,0.0,1369.98,USA,3.376,312.107
2024-03-17,30,Product_30,139,10.98,0.0,1521.49,USA,3.376,312.107
2024-03-17,31,Product_31,82,11.56,0.0,946.82,USA,3.376,312.107
2024-03-17,32,Product_32,92,10.87,10.0,904.25,USA,3.376,312.107
2024-03-17,33,Product_33,93,11.85,0.0,1106.35,USA,3.376,312.107
2024-03-17,34,Product_34,128,10.57,0.0,1358.04,USA,3.376,312.107
2024-03-17,35,Product_35,178,11.72,0.0,2088.17,USA,3.376,312.107
2024-03-17,36,Product_36,131,10.28,10.0,1214.52,USA,3.376,312.107
2024-03-17,37,Product_37,106,11.48,0.0,1211.65,USA,3.376,312.107
2024-03-17,38,Product_38,112,11.31,10.0,1138.15,USA,3.376,312.107
2024-03-17,39,Product_39,168,10.08,20.0,1352.32,USA,3.376,312.107
2024-03-17,40,Product_40,131,11.41,0.0,1490.33,USA,3.376,312.107
2024-03-17,41,Product_41,117,11.0,0.0,1287.36,USA,3.376,312.107
2024-03-17,42,Product_42,121,12.0,20.0,1165.58,USA,3.376,312.107
2024-03-17,43,Product_43,136,11.84,10.0,1444.74,USA,3.376,312.107
2024-03-17,44,Product_44,149,11.91,0.0,1773.09,USA,3.376,312.107
2024-03-17,45,Product_45,116,11.41,10.0,1188.96,USA,3.376,312.107
2024-03-17,46,Product_46,132,11.89,10.0,1414.59,USA,3.376,312.107
2024-03-17,47,Product_47,117,10.88,0.0,1275.26,USA,3.376,312.107
2024-03-17,48,Product_48,167,11.27,20.0,1505.59,USA,3.376,312.107
2024-03-17,49,Product_49,66,11.37,0.0,748.54,USA,3.376,312.107
2024-03-17,50,Product_50,137,11.45,0.0,1572.2,USA,3.376,312.107
2024-03-24,1,Product_1,115,11.7,10.0,1209.69,USA,3.453,312.107
2024-03-24,2,Product_2,109,10.81,0.0,1177.57,USA,3.453,312.107
2024-03-24,3,Product_3,99,11.1,10.0,991.68,USA,3.453,312.107
2024-03-24,4,Product_4,117,11.84,20.0,1109.3,USA,3.453,312.107
2024-03-24,5,Product_5,138,11.75,0.0,1616.83,USA,3.453,312.107
2024-03-24,6,Product_6,147,10.17,10.0,1346.29,USA,3.453,312.107
2024-03-24,7,Product_7,109,10.49,0.0,1143.63,USA,3.453,312.107
2024-03-24,8,Product_8,138,10.99,0.0,1518.4,USA,3.453,312.107
2024-03-24,9,Product_9,136,11.85,10.0,1453.61,USA,3.453,312.107
2024-03-24,10,Product_10,154,11.97,10.0,1664.05,USA,3.453,312.107
2024-03-24,11,Product_11,147,10.61,10.0,1400.32,USA,3.453,312.107
2024-03-24,12,Product_12,190,10.5,10.0,1793.89,USA,3.453,312.107
2024-03-24,13,Product_13,110,10.07,0.0,1111.13,USA,3.453,312.107
2024-03-24,14,Product_14,136,11.96,20.0,1300.01,USA,3.453,312.107
2024-03-24,15,Product_15,173,11.67,0.0,2015.8,USA,3.453,312.107
2024-03-24,16,Product_16,127,11.34,10.0,1295.01,USA,3.453,312.107
2024-03-24,17,Product_17,125,11.49,0.0,1441.94,USA,3.453,312.107
2024-03-24,18,Product_18,162,10.24,0.0,1655.7,USA,3.453,312.107
2024-03-24,19,Product_19,82,10.89,0.0,896.25,USA,3.453,312.107
2024-03-24,20,Product_20,170,10.38,0.0,1760.0,USA,3.453,312.107
2024-03-24,21,Product_21,130,10.06,0.0,1303.24,USA,3.453,312.107
2024-03-24,22,Product_22,152,10.24,0.0,1557.25,USA,3.453,312.107
2024-03-24,23,Product_23,137,10.91,10.0,1344.51,USA,3.453,312.107
2024-03-24,24,Product_24,148,11.69,0.0,1735.71,USA,3.453,312.107
2024-03-24,25,Product_25,133,11.88,10.0,1419.39,USA,3.453,312.107
2024-03-24,26,Product_26,138,11.75,0.0,1616.02,USA,3.453,312.107
2024-03-24,27,Product_27,138,11.53,10.0,1435.16,USA,3.453,312.107
2024-03-24,28,Product_28,120,10.45,0.0,1250.33,USA,3.453,312.107
2024-03-24,29,Product_29,111,10.72,0.0,1191.51,USA,3.453,312.107
2024-03-24,30,Product_30,140,11.28,0.0,1584.26,USA,3.453,312.107
2024-03-24,31,Product_31,125,10.8,20.0,1080.89,USA,3.453,312.107
2024-03-24,32,Product_32,140,10.52,10.0,1327.82,USA,3.453,312.107
2024-03-24,33,Product_33,109,11.99,0.0,1302.39,USA,3.453,312.107
2024-03-24,34,Product_34,93,11.32,0.0,1056.75,USA,3.453,312.107
2024-03-24,35,Product_35,145,11.72,20.0,1361.87,USA,3.453,312.107
2024-03-24,36,Product_36,119,10.47,0.0,1245.92,USA,3.453,312.107
2024-03-24,37,Product_37,179,11.87,0.0,2121.63,USA,3.453,312.107
2024-03-24,38,Product_38,116,10.46,0.0,1209.47,USA,3.453,312.107
2024-03-24,39,Product_39,141,10.04,0.0,1415.72,USA,3.453,312.107
2024-03-24,40,Product_40,135,11.51,10.0,1397.02,USA,3.453,312.107
2024-03-24,41,Product_41,151,10.49,10.0,1426.69,USA,3.453,312.107
2024-03-24,42,Product_42,117,10.37,10.0,1093.62,USA,3.453,312.107
2024-03-24,43,Product_43,109,10.82,10.0,1065.88,USA,3.453,312.107
2024-03-24,44,Product_44,131,11.39,0.0,1493.16,USA,3.453,312.107
2024-03-24,45,Product_45,122,10.47,10.0,1146.55,USA,3.453,312.107
2024-03-24,46,Product_46,144,11.21,0.0,1614.67,USA,3.453,312.107
2024-03-24,47,Product_47,118,10.79,0.0,1271.69,USA,3.453,312.107
2024-03-24,48,Product_48,103,11.04,0.0,1133.45,USA,3.453,312.107
2024-03-24,49,Product_49,145,10.49,0.0,1525.28,USA,3.453,312.107
2024-03-24,50,Product_50,84,10.11,0.0,848.87,USA,3.453,312.107
2024-03-31,1,Product_1,146,10.64,0.0,1551.84,USA,3.523,312.107
2024-03-31,2,Product_2,98,11.88,10.0,1042.94,USA,3.523,312.107
2024-03-31,3,Product_3,130,11.74,0.0,1521.21,USA,3.523,312.107
2024-03-31,4,Product_4,120,11.66,10.0,1261.53,USA,3.523,312.107
2024-03-31,5,Product_5,176,10.11,0.0,1783.61,USA,3.523,312.107
2024-03-31,6,Product_6,156,11.68,10.0,1643.22,USA,3.523,312.107
2024-03-31,7,Product_7,160,11.58,0.0,1854.9,USA,3.523,312.107
2024-03-31,8,Product_8,100,10.43,10.0,936.74,USA,3.523,312.107
2024-03-31,9,Product_9,133,10.41,10.0,1243.85,USA,3.523,312.107
2024-03-31,10,Product_10,139,10.58,20.0,1180.05,USA,3.523,312.107
2024-03-31,11,Product_11,133,11.98,0.0,1589.35,USA,3.523,312.107
2024-03-31,12,Product_12,180,11.51,0.0,2067.62,USA,3.523,312.107
2024-03-31,13,Product_13,124,11.29,10.0,1261.28,USA,3.523,312.107
2024-03-31,14,Product_14,106,11.98,20.0,1014.64,USA,3.523,312.107
2024-03-31,15,Product_15,96,11.97,20.0,920.03,USA,3.523,312.107
2024-03-31,16,Product_16,119,11.52,0.0,1365.86,USA,3.523,312.107
2024-03-31,17,Product_17,170,11.51,0.0,1956.83,USA,3.523,312.107
2024-03-31,18,Product_18,91,11.12,0.0,1007.01,USA,3.523,312.107
2024-03-31,19,Product_19,118,10.26,10.0,1090.99,USA,3.523,312.107
2024-03-31,20,Product_20,130,10.23,0.0,1330.39,USA,3.523,312.107
2024-03-31,21,Product_21,107,10.89,0.0,1165.54,USA,3.523,312.107
2024-03-31,22,Product_22,124,11.52,10.0,1290.68,USA,3.523,312.107
2024-03-31,23,Product_23,149,10.41,0.0,1556.03,USA,3.523,312.107
2024-03-31,24,Product_24,118,11.12,0.0,1307.01,USA,3.523,312.107
2024-03-31,25,Product_25,132,11.77,0.0,1553.61,USA,3.523,312.107
2024-03-31,26,Product_26,151,10.61,10.0,1444.78,USA,3.523,312.107
2024-03-31,27,Product_27,113,10.87,0.0,1226.78,USA,3.523,312.107
2024-03-31,28,Product_28,108,10.43,10.0,1016.11,USA,3.523,312.107
2024-03-31,29,Product_29,118,10.25,0.0,1206.34,USA,3.523,312.107
2024-03-31,30,Product_30,131,11.58,0.0,1518.67,USA,3.523,312.107
2024-03-31,31,Product_31,89,10.05,10.0,806.29,USA,3.523,312.107
2024-03-31,32,Product_32,166,11.89,0.0,1979.05,USA,3.523,312.107
2024-03-31,33,Product_33,121,11.66,10.0,1273.91,USA,3.523,312.107
2024-03-31,34,Product_34,135,10.95,0.0,1480.13,USA,3.523,312.107
2024-03-31,35,Product_35,122,10.12,10.0,1113.54,USA,3.523,312.107
2024-03-31,36,Product_36,116,11.16,0.0,1294.64,USA,3.523,312.107
2024-03-31,37,Product_37,141,11.47,0.0,1617.94,USA,3.523,312.107
2024-03-31,38,Product_38,163,10.27,0.0,1678.02,USA,3.523,312.107
2024-03-31,39,Product_39,110,10.76,20.0,942.74,USA,3.523,312.107
2024-03-31,40,Product_40,132,11.4,0.0,1510.32,USA,3.523,312.107
2024-03-31,41,Product_41,119,11.28,10.0,1211.6,USA,3.523,312.107
2024-03-31,42,Product_42,100,10.19,10.0,920.56,USA,3.523,312.107
2024-03-31,43,Product_43,127,10.81,0.0,1370.93,USA,3.523,312.107
2024-03-31,44,Product_44,106,10.9,0.0,1156.47,USA,3.523,312.107
2024-03-31,45,Product_45,149,10.74,0.0,1599.23,USA,3.523,312.107
2024-03-31,46,Product_46,144,10.2,0.0,1470.6,USA,3.523,312.107
2024-03-31,47,Product_47,151,11.09,10.0,1509.71,USA,3.523,312.107
2024-03-31,48,Product_48,106,11.1,0.0,1177.07,USA,3.523,312.107
2024-03-31,49,Product_49,168,10.55,10.0,1592.29,USA,3.523,312.107
2024-03-31,50,Product_50,156,11.63,10.0,1629.14,USA,3.523,312.107
2024-04-07,1,Product_1,140,11.58,0.0,1626.26,USA,3.517,313.016
2024-04-07,2,Product_2,145,11.36,0.0,1645.96,USA,3.517,313.016
2024-04-07,3,Product_3,102,11.58,10.0,1060.99,USA,3.517,313.016
2024-04-07,4,Product_4,109,10.05,0.0,1094.02,USA,3.517,313.016
2024-04-07,5,Product_5,129,10.07,0.0,1299.14,USA,3.517,313.016
2024-04-07,6,Product_6,103,10.61,0.0,1090.84,USA,3.517,313.016
2024-04-07,7,Product_7,131,10.8,10.0,1268.63,USA,3.517,313.016
2024-04-07,8,Product_8,162,11.72,0.0,1904.35,USA,3.517,313.016
2024-04-07,9,Product_9,110,11.17,10.0,1102.29,USA,3.517,313.016
2024-04-07,10,Product_10,152,11.2,0.0,1705.46,USA,3.517,313.016
2024-04-07,11,Product_11,171,11.61,0.0,1990.78,USA,3.517,313.016
2024-04-07,12,Product_12,146,10.69,0.0,1559.2,USA,3.517,313.016
2024-04-07,13,Product_13,136,11.78,20.0,1284.88,USA,3.517,313.016
2024-04-07,14,Product_14,165,11.2,0.0,1849.13,USA,3.517,313.016
2024-04-07,15,Product_15,168,11.69,0.0,1969.07,USA,3.517,313.016
2024-04-07,16,Product_16,148,11.23,0.0,1661.47,USA,3.517,313.016
2024-04-07,17,Product_17,156,10.43,0.0,1629.43,USA,3.517,313.016
2024-04-07,18,Product_18,164,10.43,0.0,1712.04,USA,3.517,313.016
2024-04-07,19,Product_19,173,11.91,20.0,1647.83,USA,3.517,313.016
2024-04-07,20,Product_20,133,11.53,0.0,1537.09,USA,3.517,313.016
2024-04-07,21,Product_21,112,10.85,0.0,1219.98,USA,3.517,313.016
2024-04-07,22,Product_22,132,11.85,0.0,1567.18,USA,3.517,313.016
2024-04-07,23,Product_23,126,11.63,0.0,1466.96,USA,3.517,313.016
2024-04-07,24,Product_24,131,10.67,0.0,1402.19,USA,3.517,313.016
2024-04-07,25,Product_25,118,11.02,0.0,1295.91,USA,3.517,313.016
2024-04-07,26,Product_26,169,11.44,0.0,1937.03,USA,3.517,313.016
2024-04-07,27,Product_27,124,11.88,0.0,1476.09,USA,3.517,313.016
2024-04-07,28,Product_28,100,10.37,0.0,1033.42,USA,3.517,313.016
2024-04-07,29,Product_29,147,11.15,10.0,1479.38,USA,3.517,313.016
2024-04-07,30,Product_30,163,11.06,0.0,1807.12,USA,3.517,313.016
2024-04-07,31,Product_31,129,11.22,10.0,1299.04,USA,3.517,313.016
2024-04-07,32,Product_32,148,10.28,0.0,1519.61,USA,3.517,313.016
2024-04-07,33,Product_33,154,10.06,0.0,1549.65,USA,3.517,313.016
2024-04-07,34,Product_34,135,11.35,10.0,1379.8,USA,3.517,313.016
2024-04-07,35,Product_35,137,10.57,0.0,1453.3,USA,3.517,313.016
2024-04-07,36,Product_36,140,11.12,0.0,1561.56,USA,3.517,313.016
2024-04-07,37,Product_37,116,11.3,0.0,1313.67,USA,3.517,313.016
2024-04-07,38,Product_38,135,10.56,0.0,1421.04,USA,3.517,313.016
2024-04-07,39,Product_39,101,10.61,0.0,1070.54,USA,3.517,313.016
2024-04-07,40,Product_40,130,10.77,0.0,1404.01,USA,3.517,313.016
2024-04-07,41,Product_41,141,11.17,0.0,1574.62,USA,3.517,313.016
2024-04-07,42,Product_42,125,11.05,10.0,1245.45,USA,3.517,313.016
2024-04-07,43,Product_43,165,10.03,0.0,1658.39,USA,3.517,313.016
2024-04-07,44,Product_44,137,10.55,20.0,1155.38,USA,3.517,313.016
2024-04-07,45,Product_45,112,11.24,0.0,1261.0,USA,3.517,313.016
2024-04-07,46,Product_46,157,11.29,10.0,1591.89,USA,3.517,313.016
2024-04-07,47,Product_47,104,10.09,0.0,1051.87,USA,3.517,313.016
2024-04-07,48,Product_48,152,11.62,0.0,1767.17,USA,3.517,313.016
2024-04-07,49,Product_49,104,11.45,0.0,1186.35,USA,3.517,313.016
2024-04-07,50,Product_50,146,10.67,0.0,1553.99,USA,3.517,313.016
2024-04-14,1,Product_1,104,10.64,20.0,886.64,USA,3.591,313.016
2024-04-14,2,Product_2,131,11.41,10.0,1346.3,USA,3.591,313.016
